id	outcome	previous_title	reviewed_title	concurrent_removal_reason
TCS-5537	renamed	Sublinear-Round Parallel Matroid Intersection — Explicit open question on PDF page 7	Parallel query complexity of matroid bases	
TCS-5544	renamed	Near-Optimal UGC-hardness of Approximating Max k-CSP_R — Explicit open question on PDF page 3	d-to-1 versus Unique Games conjectures	
TCS-5554	renamed	An Algorithmic Bridge Between Hamming and Levenshtein Distances — Explicit open question on PDF page 2	Near-linear-time edit-distance approximation	
TCS-5571	renamed	Equivalence of Systematic Linear Data Structures and Matrix Rigidity — Explicit open question on PDF page 6	Subspace approximation of rank-one binary matrices	
TCS-5591	renamed	Explicit Space-Time Tradeoffs for Proof Labeling Schemes in Graphs with Small Separators — Explicit open question on PDF page 4	Limits of proof-label compression on expanders	
TCS-5593	renamed	Does Looking Inside a Circuit Help? — Explicit open question on PDF page 4	Black-Box Hypothesis	
TCS-5594	renamed	Super-Cubic Lower Bound for Generalized Karchmer-Wigderson Games — Unresolved-question passage on page 12	Lower bounds for multi-output Karchmer–Wigderson games	
TCS-5603	renamed	On the Complexity Dichotomy for the Satisfiability of Systems of Term Equations over Finite Algebras — Explicit open question on PDF page 5	Polynomial-time term-equation satisfiability over finite algebras	
TCS-5612	renamed	On the Facility Location Problem in Online and Dynamic Models — Explicit open question on PDF page 16	Fully dynamic facility location with low recourse	
TCS-5617	renamed	On the Complexity of Modulo-q Arguments and the Chevalley - Warning Theorem — Explicit open question on PDF page 3	Complete problems for modular total-search classes	
TCS-5618	renamed	Hitting Sets for Orbits of Circuit Classes and Polynomial Families — Unresolved-question passage on page 16	Hitting sets for determinant and matrix-product orbits	
TCS-5632	renamed	Support Size Estimation: The Power of Conditioning — Conjecture 3	Conditional-query complexity of support-size estimation	
TCS-5635	renamed	On the Complexity of Robust Markov Decision Processes and Bisimulation Metrics — Explicit open question on PDF page 5	Policy iteration with arbitrary discount factors	
TCS-5637	renamed	Computing Flows in Subquadratic Space — Explicit open question on PDF page 2	Subquadratic-space computation of exact flow values	
TCS-5651	renamed	Word Automata with Limited Nondeterminism (Invited Talk) — Unresolved-question passage on page 16	Recognizing good-for-games and good-for-MDP automata	
TCS-5670	renamed	The Singular Optimality of Distributed Computation in LOCAL — Unresolved-question passage on page 14	Time- and message-optimal BFS in KT₁ LOCAL	
TCS-5677	renamed	Complexity Landscape for Local Certification — Explicit open question on PDF page 8	Local certification gap on paths	
TCS-5682	renamed	On Piecewise Affine Reachability with Bellman Operators — Explicit open question on PDF page 2	One-dimensional piecewise-affine reachability	
TCS-5691	renamed	Non-Boolean OMv: One More Reason to Believe Lower Bounds for Dynamic Problems — Explicit open question on PDF page 2	Lower bounds from non-Boolean online matrix–vector multiplication	
TCS-5697	renamed	Solving Word Equations (And Other Unification Problems) by Recompression (Invited Talk) — Explicit open question on PDF page 4	Complexity of word-equation satisfiability	
TCS-5701	renamed	Complexity of Boolean Automata Networks Under Block-Parallel Update Modes — Conjecture 16	Complexity transfer under block-parallel Boolean updates	
TCS-5705	renamed	Tight Bounds on Adjacency Labels for Monotone Graph Classes — Explicit open question on PDF page 4	Logarithmic adjacency labels for monotone graph classes	
TCS-5706	renamed	The Group Access Bounds for Binary Search Trees — Explicit open question on PDF page 3	Unified bound for binary search trees	
TCS-5711	renamed	Limits on Representing Boolean Functions by Linear Combinations of Simple Functions: Thresholds, ReLUs, and Low-Degree Polynomials — Explicit open question on PDF page 4	Sparse polynomial approximation of OR-of-SUM functions	
TCS-5730	renamed	The Algorithmic Phase Transition of Random k-SAT for Low Degree Polynomials — Unresolved-question passage on page 5	Low-degree algorithmic threshold for random k-SAT	
TCS-5732	renamed	Regular Separability in Büchi VASS — Explicit open question on PDF page 1	Regular separability of VASS reachability languages	
TCS-5734	renamed	The Geometry of Tree-Based Sorting — Explicit open question on PDF page 2	Optimal measures of presortedness	
TCS-5737	renamed	A Lambda Calculus Satellite (Invited Talk) — Explicit open question on PDF page 5	Word problem for the S-combinator	
TCS-5738	renamed	Separating Automatic Relations — Conjecture 7.1	Recognizable separability of automatic relations	
TCS-5739	renamed	On Rational Recursive Sequences — Explicit open question on PDF page 3	Collapse of rational recurrence systems to single recurrences	
TCS-5747	renamed	Online Embedding of Metrics — Explicit open question on PDF page 4	Deterministic online Euclidean embedding distortion	
TCS-5750	renamed	On the Relative Power of Linear Algebraic Approximations of Graph Isomorphism — Explicit open question on PDF page 1	Complexity of graph isomorphism	
TCS-5768	renamed	What Does Dynamic Optimality Mean in External Memory? — Explicit open question on PDF page 2	Sublogarithmic competitiveness of splay trees	
TCS-5770	renamed	Space-Stretch Tradeoff in Routing Revisited — Explicit open question on PDF page 3	Erdős girth conjecture	
TCS-5773	renamed	Is the Skolem problem for integer linear recurrences decidable?	Skolem problem	
TCS-5777	renamed	Monotone Complexity of Spanning Tree Polynomial Re-Visited — Explicit open question on PDF page 2	Monotone versus general spanning-tree polynomial circuits	
TCS-5779	renamed	The Outer Limits of Contention Resolution on Matroids and Connections to the Secretary Problem — Unresolved-question passage on page 15	Constant-factor online contention resolution for matroids	
TCS-5787	renamed	Inserting Multiple Edges into a Planar Graph — Explicit open question on PDF page 1	Approximating graph crossing number	
TCS-5793	renamed	Conspiracies Between Learning Algorithms, Circuit Lower Bounds, and Pseudorandomness — Explicit open question on PDF page 7	Pseudorandom functions from hardness of learning	
TCS-5795	renamed	Streaming Complexity of Spanning Tree Computation — Explicit open question on PDF page 1	One-pass semi-streaming depth-first search	
TCS-5797	renamed	Local Certification of Local Properties: Tight Bounds, Trade-Offs and New Parameters — Open problem 2	Linear scaling of local certificate size with verification radius	
TCS-5798	renamed	Bipartite Perfect Matching in Pseudo-Deterministic NC — Unresolved-question passage on page 12	Pseudodeterministic algorithms for randomized search	
TCS-5817	renamed	Domain Theory in Constructive and Predicative Univalent Foundations — Explicit open question on PDF page 5	Computational interpretation of impredicativity with univalence	
TCS-5823	renamed	Scope-Bounded Reachability in Valence Systems — Explicit open question on PDF page 8	Reachability of valence systems over SCm graphs	
TCS-5825	renamed	Dynamic Membership for Regular Languages — Conjecture 2.3	Superconstant word-RAM lower bounds for prefix-U1	
TCS-5845	renamed	A Polynomial Delay Algorithm Generating All Potential Maximal Cliques in Triconnected Planar Graphs — Explicit open question on PDF page 2	Complexity of planar treewidth	
TCS-5847	renamed	Open Problem: Information Complexity of VC Learning — Explicit open question on PDF page 2	Linear conditional-information bounds for VC learning	
TCS-5851	renamed	Faster Algorithms for Bounded Tree Edit Distance — Unresolved-question passage on page 12	Truly subcubic unweighted tree edit distance	
TCS-5861	renamed	Universality Problem for Unambiguous VASS — Explicit open question on PDF page 4	Eliminating ε-transitions from VASS languages	
TCS-5863	renamed	Resolving Nondeterminism with Randomness — Unresolved-question passage on page 16	Decidability of stochastic resolvability for ω-automata	
TCS-5875	renamed	Between Shapes, Using the Hausdorff Distance — Explicit open question on PDF page 2	Hausdorff distance between semialgebraic sets	
TCS-5876	renamed	Reachability in Dynamical Systems with Rounding — Unresolved-question passage on page 14	Eventual periodicity of rounded planar rotations	
TCS-5892	renamed	Lifting Theorems for Equality — Explicit open question on PDF page 3	Direct sums in communication complexity	
TCS-5902	renamed	Approximate Learning of Limit-Average Automata — Explicit open question on PDF page 3	PAC learning of finite automata under the uniform distribution	
TCS-5904	renamed	Safety and Liveness of Quantitative Automata — Explicit open question on PDF page 7	Equivalence of discounted-sum automata	
TCS-5906	renamed	Random Subgroups of Rationals — Explicit open question on PDF page 2	Decidability of random bounded-degree structures	
TCS-5911	renamed	Decidability of Graph Neural Networks via Logical Characterizations — Unresolved-question passage on page 19	Graph neural network verification under logical constraints	
TCS-5915	renamed	From Cubes to Twisted Cubes via Graph Morphisms in Type Theory — Explicit open question on PDF page 2	Constructive simplicial models with univalent universes	
TCS-5921	renamed	On Reachability Problems for Low-Dimensional Matrix Semigroups — Explicit open question on PDF page 2	Membership in 2×2 integer matrix semigroups	
TCS-5926	renamed	Treewidth Is NP-Complete on Cubic Graphs — Unresolved-question passage on page 12	Complexity of planar treewidth	
TCS-5930	renamed	On Pseudodeterministic Approximation Algorithms — Explicit open question on PDF page 1	Deterministic prime search	
TCS-5933	renamed	AC0[p]-Frege Cannot Efficiently Prove That Constant-Depth Algebraic Circuit Lower Bounds Are Hard — Explicit open question on PDF page 4	Bounded-depth Frege and algebraic circuit hardness	
TCS-5935	renamed	Testing Small Set Expansion in General Graphs — Unresolved-question passage on page 10	Testing small-set expansion	
TCS-5939	renamed	A Time and Space Optimal Stable Population Protocol Solving Exact Majority — Unresolved-question passage on page 11	State lower bounds for fast exact-majority protocols	
