id,title,category,decision,reason
TCS-1417,Can heavy hitters be computed exactly using a constant number of passes in the catalytic model?,"Distributed, parallel and sublinear algorithms",quarantined,"Kombinuje katalytickou paměť, přesnost a konstantní počet průchodů; standardní heavy-hitters a katalytické prostorové bariéry jsou zásadnější."
TCS-1553,"Construct an explicit family of boolean functions fn : {0, 1}n → {0, 1} such that there exist constants δ1 , δ2 > 0 such […]","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-1588,"We conjecture the positive results are tight, i.e., exactly the multithreshold predicates and robustly piecewise floor-affine functions are robustly computable.","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-1647,Does the Fourier-Hahn-Lévy method capture all tractable f -moments?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-1772,Are there definition principles that relate the length |f (α)| to the number of steps it takes to compute f (α)?,"Distributed, parallel and sublinear algorithms",quarantined,Hledání definic pro jednu koinduktivní reprezentaci neudává tvrzení ani cílovou složitost; jde o návrh formalismu.
TCS-1779,Can we improve the round complexity in the CD model while getting the optimal O(log n) energy bound?,"Distributed, parallel and sublinear algorithms",quarantined,Žádá další zrychlení při pevné energetické záruce v modelu s detekcí kolizí; hlavní MIS a radio-network bariéry mají přednost.
TCS-1784,"Second, could a lower bound on any deterministic local broadcast algorithm, better than Ω(∆ log n), be proved?","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-1785,"Second, for undirected graphs, are there multi-pass semi-streaming algorithms that compute paths longer than Θ(d), where d is the average degree of the input graph?","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-1834,What is the time of the fastest gossiping algorithm using a labeling scheme of optimal length O(log ∆)?,"Distributed, parallel and sublinear algorithms",quarantined,Optimalita času při přesně omezené délce dodatečných značek je specifický kompromis jednoho rádiového modelu.
TCS-1937,Is Θ(log k) optimal for k-colorability certification?,"Distributed, parallel and sublinear algorithms",quarantined,Přesná závislost certifikátu na počtu barev je jemnější než obecná síla a prostorová složitost distribuovaných důkazů.
TCS-1965,"A question that we leave open is whether any problem that admits a O(t)-round algorithm in the LOCAL model, for any t ≤ D, can […]","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2097,"We conjecture that the lower bound of 3/2, which has been shown for a specific class of algorithms, holds more generally, i.e., with one or […]","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2117,"Our content-oblivious leader election for non-oriented rings does not terminate, and we conjecture that this is inherent to the model.","Distributed, parallel and sublinear algorithms",quarantined,Nemožnost ukončení je vázána na obsahovou slepotu a neorientovaný kruh; obecné leader-election bariéry mají větší dosah.
TCS-2163,"Is there a (2∆ + 1)-coloring algorithm for graphs with maximum degree ∆ in the ASYNC LOCAL model, for every ∆ ≥ 2?","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2235,What is the minimum number of colors to achieve perpetual exploration with optimal number of robots?,"Distributed, parallel and sublinear algorithms",quarantined,Minimalizace světelných stavů robotů na kruhu při optimálním počtu agentů je vysoce specializovaný robotický model.
TCS-2283,"For example, which graph problems can be solved equally well in the sliding window model as in the one-pass streaming setting, and which problems are […]","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2325,Is there a lower bound of Ω(n log3 n) memory for solving graph connectivity in the turnstile model?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2381,The same has not yet been achieved for message-passing systems: is there a consensus hierarchy based on specific broadcast abstractions?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2384,Determining the exact space complexity of solving obstruction-free k-set agreement using swap objects when k > 1 remains an open problem.,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2432,"It is still an open question whether, in analogy to Hanf’s theorem, Gaifman normal forms exist over all fully idempotent semirings.","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2441,"Second, we do not know if it is possible to decide the online round complexity in polynomial time given the description of the LCL.","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2469,It is an open problem whether a stabilizing algorithm for FGC or FR can use a finite amount of memory with no knowledge of T […],"Distributed, parallel and sublinear algorithms",quarantined,"Kombinuje anonymitu, dynamickou nesouvislost a neznámý časový parametr; jde o konkrétní režim dvou síťových úloh."
TCS-2470,"While there has been progress on solving the natural list and defective coloring variants of O(β 2 ) coloring, it is still unknown if a […]","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2540,"Is there an MSO2 property requiring certificates of Ω(nϵ ) bits, for some ϵ > 0, on graphs of bounded clique-width?","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2541,Is there a practical permissionless protocol that can achieve deterministic safety and tolerate fewer than a half Byzantine nodes?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2591,Is there a 2.99-approximation semi-streaming space sliding window algorithm for MM?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2632,"An intriguing open question is whether there is an inherent cost for satisfying the binding property: is there some measure, perhaps time, in which solving […]","Distributed, parallel and sublinear algorithms",quarantined,Otázka ani nevolí měřený zdroj. Hledání nějaké ceny vlastnosti není jedna přesně stanovená konsenzuální bariéra.
TCS-2689,"Regardless, whether there exists a protocol that achieves deterministic safety and termination in a hybrid synchronous model remains an open question.","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2732,Is there a perfectly secure 3-server DPF with key size N o(1) ?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2735,We leave the understanding of the uniform complexity landscape in the regime Ω(log 1/ε) as an exciting open problem.,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2753,The question of whether a fully adaptive strong BA with optimal resilience exists or not remains open.,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2783,"However, M2k+2 (n) ∈ Ω n1+ k has only been proven for k = 1, 2, 3, 5; for other k it remains an open […]","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2798,We leave open the question of closing the gap between upper and lower bounds for the worker-task assignment problem: the upper bound is polylog(wt) and […],"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2816,It remains an open question whether it is possible to implement an exact wait-free linearizable FIFO queue with worst-case logarithmic step complexity without restriction on […],"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2870,"That is, can we achieve optimality within a polylog(n) factor in both time and messages?","Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2896,We leave it as an open problem whether a constant-factor approximation in sublinear (in n = 2k) space is possible,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2902,What is the streaming complexity of computing Distance to ℓ Cliques?,"Distributed, parallel and sublinear algorithms",quarantined,"Vzdálenost k právě danému počtu klik je specifická parametrická grafová úloha, nikoli hlavní streamingový problém."
TCS-2921,What is the space complexity of randomized streaming algorithms for hyperbolic groups?,"Distributed, parallel and sublinear algorithms",retained,Not selected for removal in this pass.
TCS-2945,"We conjecture that our line formation protocol is optimal, i.e., no population protocol can construct a line containing all agents in parallel time o(n log […]","Distributed, parallel and sublinear algorithms",quarantined,Dorovnává čas jedné self-assembly konstrukce; obecná výpočetní síla a hlavní časoprostorové bariéry population protocols mají přednost.
