id,title,category,decision,basis,concurrent_addition
TCS-4507,"However, as we mentioned before, since now we cannot specify the neighbor of a vertex (u, i) in an arbitrary manner, we do not know […]",Algorithms & data structures,quarantine,fragment,False
TCS-4525,Which other techniques and results from circuit complexity can be strengthened to compressibility lower bounds?,Algorithms & data structures,quarantine,followup,False
TCS-4528,"Can every unsatisfiable CNF be refuted in CP in constant space, if the coefficients are polynomially bounded?",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4553,Can we find a prefix class whose reduction closure is P?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4598,"Can G be (S, k)-modified into a connected graph H with dH (v) ≡ δ(v) (mod `) for each v ∈ V (H)?",Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4599,"For any vertex-transitive graph, is the blanket time of order nR2 for all δ > 1?",Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4619,"4 Optimal upper bounds As discussed in the previous sections, it is not immediately clear how to make use of the information gained from queries […]",Algorithms & data structures,quarantine,fragment,False
TCS-4645,"One important family of concept classes for which we do not know if our theorem applies is the family of maximum concept classes, first studied […]",Algorithms & data structures,quarantine,followup,False
TCS-4649,The content of the conjecture is therefore the other implication: is it the case that unbounded match width means unbounded braid width?,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4650,Is there a linear-space data structure for halfspace range mode in Rd 2 that supports queries in o(n1−1/d ) time?,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4653,We conjecture that the former is undecidable but that the latter is decidable.,Algorithms & data structures,quarantine,fragment,False
TCS-4658,"Since we do not know whether the new interval belongs to F13 , we put the separator in front of it, decreasing both f and […]",Algorithms & data structures,quarantine,fragment,False
TCS-4670,Automatic code-driven test generation aims at proving existential properties of programs: does there exist a test input that can exercise a specific program branch or […],Algorithms & data structures,quarantine,followup,False
TCS-4693,"Can some of the algorithms that currently use Robertson-Seymour machinery to find an irrelevant vertex, be modified in such a way that they find an […]",Algorithms & data structures,quarantine,followup,False
TCS-4801,Triangle Detection in H-Free Graphs — Open Question 1,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4867,Efficient Compression in Semigroups — Question 38,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4891,Open Problem: Properly learning decision trees in polynomial time? — Open Problem 1,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4963,LZBE: An LZ-Style Compressor Supporting O(log n)-Time Random Access — Explicit open question on PDF page 3,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4981,Induced Disjoint Paths Without an Induced Minor — Unresolved-question passage on page 4,Algorithms & data structures,retain,retain after second look: significant or uncertain boundary,False
TCS-4997,Optimal Non-Adaptive Cell Probe Dictionaries and Hashing — Explicit open question on PDF page 4,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-4998,Cut Sparsification and Succinct Representation of Submodular Hypergraphs — Unresolved-question passage on page 9,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5012,On the Complexity of Client-Waiter and Waiter-Client Games — Explicit open question on PDF page 16,Algorithms & data structures,quarantine,specialized,False
TCS-5025,Substring Complexity in Sublinear Space — Explicit open question on PDF page 3,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5037,Splitting-Off in Hypergraphs — Explicit open question on PDF page 12,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5055,Limitations of Membership Queries in Testable Learning — Unresolved-question passage on page 5,Algorithms & data structures,quarantine,fragment,False
TCS-5103,The Diameter of Caterpillar Associahedra — Explicit open question on PDF page 3,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5113,A Sub-Quadratic Algorithm for the Longest Common Increasing Subsequence Problem — Explicit open question on PDF page 2,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-5193,On a Connectivity Threshold for Colorings of Random Graphs and Hypergraphs — Explicit open question on PDF page 6,Algorithms & data structures,quarantine,fragment,False
TCS-5207,Analysis of Smooth Heaps and Slim Heaps — Explicit open question on PDF page 3,Algorithms & data structures,quarantine,followup,False
TCS-5235,APMF < APSP? Gomory-Hu Tree for Unweighted Graphs in Almost-Quadratic Time — Open Question 1,Algorithms & data structures,retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
