source_id,collection,title,url,locator,disposition,reason,atlas_ids,atlas_states,evidence,recommendation,retrieval_leads,source_status
garden:idle_miner_tycoon_cheats_generator_2023_2024_no_human_verification,garden,Idle Miner Tycoon Cheats Generator 2023-2024 (No Human Verification),https://www.openproblemgarden.org/op/idle_miner_tycoon_cheats_generator_2023_2024_no_human_verification,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/idle_miner_tycoon_cheats_generator_2023_2024_no_human_verification,,TCS-3226; TCS-6110; TCS-4755,not_certified
garden:idle_miner_tycoon_cheats_generator_pro_apk_android_ios,garden,Idle Miner Tycoon Cheats Generator Pro Apk (Android Ios),https://www.openproblemgarden.org/op/idle_miner_tycoon_cheats_generator_pro_apk_android_ios,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/idle_miner_tycoon_cheats_generator_pro_apk_android_ios,,TCS-0707; TCS-2136; TCS-0883,not_certified
garden:free_idle_miner_tycoon_cheats_generator_no_human_verification_no_survey_unused,garden,Free Idle Miner Tycoon Cheats Generator No Human Verification No Survey (Unused),https://www.openproblemgarden.org/op/free_idle_miner_tycoon_cheats_generator_no_human_verification_no_survey_unused,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/free_idle_miner_tycoon_cheats_generator_no_human_verification_no_survey_unused,,TCS-4755; TCS-6110; TCS-6418,not_certified
garden:real_free_dragon_ball_z_dokkan_battle_cheats_generator_trick_2024_0,garden,REAL* Free!! Dragon Ball Z Dokkan Battle Cheats Generator (Trick 2024),https://www.openproblemgarden.org/op/real_free_dragon_ball_z_dokkan_battle_cheats_generator_trick_2024_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/real_free_dragon_ball_z_dokkan_battle_cheats_generator_trick_2024_0,,TCS-0330; TCS-2550; TCS-0883,not_certified
garden:dragon_ball_z_dokkan_battle_cheats_generator_2024_free_0,garden,Dragon Ball Z Dokkan Battle Cheats Generator 2024 (FREE!),https://www.openproblemgarden.org/op/dragon_ball_z_dokkan_battle_cheats_generator_2024_free_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/dragon_ball_z_dokkan_battle_cheats_generator_2024_free_0,,TCS-0330; TCS-2550; TCS-0883,not_certified
garden:dragon_ball_z_dokkan_battle_cheats_generator_2024_legit_0,garden,Dragon Ball Z Dokkan Battle Cheats Generator 2024 (LEGIT),https://www.openproblemgarden.org/op/dragon_ball_z_dokkan_battle_cheats_generator_2024_legit_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/dragon_ball_z_dokkan_battle_cheats_generator_2024_legit_0,,TCS-0330; TCS-2550; TCS-0883,not_certified
garden:dragon_ball_z_dokkan_battle_cheats_generator_2024_update_free_0,garden,Dragon Ball Z Dokkan Battle Cheats Generator 2024 Update (FREE),https://www.openproblemgarden.org/op/dragon_ball_z_dokkan_battle_cheats_generator_2024_update_free_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/dragon_ball_z_dokkan_battle_cheats_generator_2024_update_free_0,,TCS-1808; TCS-0330; TCS-1425,not_certified
garden:fishdom_cheats_generator_2023_2024_edition_hack_new_free,garden,Fishdom Cheats Generator 2023-2024 Edition Hack (NEW-FREE!!),https://www.openproblemgarden.org/op/fishdom_cheats_generator_2023_2024_edition_hack_new_free,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/fishdom_cheats_generator_2023_2024_edition_hack_new_free,,TCS-7063; TCS-0789; TCS-4130,not_certified
garden:fishdom_cheats_generator_cheats_generator_2023_2024_free_0,garden,Fishdom Cheats Generator Cheats Generator 2023-2024 (Free!!),https://www.openproblemgarden.org/op/fishdom_cheats_generator_cheats_generator_2023_2024_free_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/fishdom_cheats_generator_cheats_generator_2023_2024_free_0,,TCS-0883; TCS-1134; TCS-1131,not_certified
garden:fishdom_cheats_generator_2024_edition_update_works_0,garden,Fishdom Cheats Generator 2024 Edition Update (WORKS),https://www.openproblemgarden.org/op/fishdom_cheats_generator_2024_edition_update_works_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/fishdom_cheats_generator_2024_edition_update_works_0,,TCS-1808; TCS-1425; TCS-5852,not_certified
garden:fishdom_cheats_generator_without_verification_free_0,garden,Fishdom Cheats Generator without verification (Free),https://www.openproblemgarden.org/op/fishdom_cheats_generator_without_verification_free_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/fishdom_cheats_generator_without_verification_free_0,,TCS-4755; TCS-6418; TCS-6110,not_certified
garden:rise_of_kingdoms_cheats_generator_2023_2024_edition_verified,garden,Rise Of Kingdoms Cheats Generator 2023-2024 Edition (Verified),https://www.openproblemgarden.org/op/rise_of_kingdoms_cheats_generator_2023_2024_edition_verified,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/rise_of_kingdoms_cheats_generator_2023_2024_edition_verified,,TCS-3967; TCS-4394; TCS-0789,not_certified
garden:easy_unlimited_rise_of_kingdoms_cheats_generator_codes_glitch,garden,Easy! Unlimited Rise Of Kingdoms Cheats Generator codes (GLITCH),https://www.openproblemgarden.org/op/easy_unlimited_rise_of_kingdoms_cheats_generator_codes_glitch,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/easy_unlimited_rise_of_kingdoms_cheats_generator_codes_glitch,,TCS-3967; TCS-4394; TCS-1241,not_certified
garden:rise_of_kingdoms_cheats_generator_2024_2024_new_free_0,garden,Rise Of Kingdoms Cheats Generator 2024-2024 (NEW-FREE!!),https://www.openproblemgarden.org/op/rise_of_kingdoms_cheats_generator_2024_2024_new_free_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/rise_of_kingdoms_cheats_generator_2024_2024_new_free_0,,TCS-3967; TCS-4394; TCS-3287,not_certified
garden:rise_of_kingdoms_cheats_generator_2024_update_hacks_verified_0,garden,Rise Of Kingdoms Cheats Generator 2024 Update Hacks (Verified),https://www.openproblemgarden.org/op/rise_of_kingdoms_cheats_generator_2024_update_hacks_verified_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/rise_of_kingdoms_cheats_generator_2024_update_hacks_verified_0,,TCS-3967; TCS-1808; TCS-4394,not_certified
garden:world_of_warships_cheats_generator_free_strategy_2024_the_legit_method_0,garden,World of Warships Cheats Generator Free Strategy 2024 (The Legit Method),https://www.openproblemgarden.org/op/world_of_warships_cheats_generator_free_strategy_2024_the_legit_method_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/world_of_warships_cheats_generator_free_strategy_2024_the_legit_method_0,,TCS-3433; TCS-4211; TCS-0600,not_certified
garden:world_of_warships_cheats_generator_2024_generator_0,garden,World of Warships Cheats Generator 2024 (generator!),https://www.openproblemgarden.org/op/world_of_warships_cheats_generator_2024_generator_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/world_of_warships_cheats_generator_2024_generator_0,,TCS-0883; TCS-1134; TCS-1131,not_certified
garden:world_of_warships_cheats_generator_link_2024_cheats_generator_that_work_0,garden,World of Warships Cheats Generator Link 2024 (Cheats Generator that work),https://www.openproblemgarden.org/op/world_of_warships_cheats_generator_link_2024_cheats_generator_that_work_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/world_of_warships_cheats_generator_link_2024_cheats_generator_that_work_0,,TCS-0883; TCS-1131; TCS-1134,not_certified
garden:world_of_warships_cheats_generator_fully_works_no_survey_cheats_generator_2024_0,garden,World of Warships Cheats Generator Fully Works No Survey Cheats Generator (2024),https://www.openproblemgarden.org/op/world_of_warships_cheats_generator_fully_works_no_survey_cheats_generator_2024_0,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/world_of_warships_cheats_generator_fully_works_no_survey_cheats_generator_2024_0,,TCS-0883; TCS-7080; TCS-2058,not_certified
garden:cookie_run_kingdom_cheats_generator_unlimited_cheats_generator_new_2024,garden,Cookie Run Kingdom Cheats Generator Unlimited Cheats Generator (New 2024),https://www.openproblemgarden.org/op/cookie_run_kingdom_cheats_generator_unlimited_cheats_generator_new_2024,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/cookie_run_kingdom_cheats_generator_unlimited_cheats_generator_new_2024,,TCS-0883; TCS-1134; TCS-1131,not_certified
garden:cookie_run_kingdom_cheats_generator_unlimited_cheats_generator_ios_android_2024_get_codes,garden,Cookie Run Kingdom Cheats Generator Unlimited Cheats Generator IOS Android 2024 (get,https://www.openproblemgarden.org/op/cookie_run_kingdom_cheats_generator_unlimited_cheats_generator_ios_android_2024_get_codes,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/cookie_run_kingdom_cheats_generator_unlimited_cheats_generator_ios_android_2024_get_codes,,TCS-0883; TCS-1134; TCS-1131,not_certified
garden:cookie_run_kingdom_cheats_generator_new_working_cheats_generator_2024,garden,Cookie Run Kingdom Cheats Generator (New Working Cheats Generator 2024),https://www.openproblemgarden.org/op/cookie_run_kingdom_cheats_generator_new_working_cheats_generator_2024,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/cookie_run_kingdom_cheats_generator_new_working_cheats_generator_2024,,TCS-0883; TCS-1134; TCS-1131,not_certified
garden:cookie_run_kingdom_cheats_generator_android_ios_2024_cheats_generator_free,garden,Cookie Run Kingdom Cheats Generator Android Ios 2024 Cheats Generator (free),https://www.openproblemgarden.org/op/cookie_run_kingdom_cheats_generator_android_ios_2024_cheats_generator_free,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/cookie_run_kingdom_cheats_generator_android_ios_2024_cheats_generator_free,,TCS-0883; TCS-1134; TCS-1131,not_certified
garden:house_of_fun_cheats_generator_2024_for_android_ios_updated_generator,garden,House Of Fun Cheats Generator 2024 for Android iOS (updated Generator),https://www.openproblemgarden.org/op/house_of_fun_cheats_generator_2024_for_android_ios_updated_generator,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/house_of_fun_cheats_generator_2024_for_android_ios_updated_generator,,TCS-0883; TCS-1134; TCS-1131,not_certified
garden:house_of_fun_cheats_generator_free_cheats_generator_2024_no_verification_android_ios,garden,House Of Fun Cheats Generator Free Cheats Generator 2024 No Verification (Android,https://www.openproblemgarden.org/op/house_of_fun_cheats_generator_free_cheats_generator_2024_no_verification_android_ios,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/house_of_fun_cheats_generator_free_cheats_generator_2024_no_verification_android_ios,,TCS-0883; TCS-2568; TCS-1134,not_certified
garden:house_of_fun_cheats_generator_ios_android_2024,garden,House Of Fun Cheats Generator (iOS Android 2024),https://www.openproblemgarden.org/op/house_of_fun_cheats_generator_ios_android_2024,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/house_of_fun_cheats_generator_ios_android_2024,,TCS-0883; TCS-2568; TCS-1134,not_certified
garden:house_of_fun_cheats_generator_free_unlimited_cheats_generator_new_codes_generator,garden,House Of Fun Cheats Generator Free Unlimited Cheats Generator (new codes Generator),https://www.openproblemgarden.org/op/house_of_fun_cheats_generator_free_unlimited_cheats_generator_new_codes_generator,,spam_or_nonproblem,"Promotional, test or non-mathematical page; excluded before scientific admission review.",,,https://www.openproblemgarden.org/op/house_of_fun_cheats_generator_free_unlimited_cheats_generator_new_codes_generator,,TCS-0883; TCS-1134; TCS-1131,not_certified
