id,title,area,scope,source_year,year_basis,source_age_years,status,status_note,source_collection,source_locator,authors,source_url,pdf_url,additional_source_urls,source_title,accessed,reading_note
TCS-0490,Proof length for Shannon-flow inequalities,Database theory and finite model theory,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22301, section 4; Problem (7.5)",Many participants,https://doi.org/10.4230/DagRep.12.7.180,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue07/DagRep.12.7/DagRep.12.7.pdf#page=204,,Algorithmic Aspects of Information Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0491,Tighter query bounds for Tarski fixed points on grids,Database theory and finite model theory,focused,2022,seminar year; report may be published later,4,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 22051, section 4.2",Kousha Etessami,https://doi.org/10.4230/DagRep.12.1.101,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume12/issue01/DagRep.12.1/DagRep.12.1.pdf#page=118,,Finite and Algorithmic Model Theory,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0492,Bag-semantics conjunctive-query containment,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,decidability-of-conjunctive-query-containment-under-bag-semantics,Antoine Amarilli,https://a3nm.net/work/research/questions/#decidability-of-conjunctive-query-containment-under-bag-semantics,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0493,Decidable constraint separability,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,constraint-classes-where-separability-is-decidable,Antoine Amarilli,https://a3nm.net/work/research/questions/#constraint-classes-where-separability-is-decidable,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0494,Finite controllability from bounded derivation,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,does-bounded-derivation-depth-imply-finite-controllability,Antoine Amarilli,https://a3nm.net/work/research/questions/#does-bounded-derivation-depth-imply-finite-controllability,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0495,Linear rules with transitive predicates,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,open-world-query-answering-with-linear-rules-and-transitivity-assertions,Antoine Amarilli,https://a3nm.net/work/research/questions/#open-world-query-answering-with-linear-rules-and-transitivity-assertions,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0496,Necessary size of query lineages,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,lower-bounds-on-lineage-sizes,Antoine Amarilli,https://a3nm.net/work/research/questions/#lower-bounds-on-lineage-sizes,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0497,Path-query determinacy from union views,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,determinacy-of-path-queries-by-unions-of-path-views,Antoine Amarilli,https://a3nm.net/work/research/questions/#determinacy-of-path-queries-by-unions-of-path-views,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0498,Probabilistic queries on large-treewidth classes,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,how-can-one-strengthen-lower-bounds-for-probabilistic-query-evaluation-on-unbounded-treewidth-families,Antoine Amarilli,https://a3nm.net/work/research/questions/#how-can-one-strengthen-lower-bounds-for-probabilistic-query-evaluation-on-unbounded-treewidth-families,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0499,Query evaluation with treewidth parameter,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,complexity-of-query-evaluation-parameterized-by-treewidth,Antoine Amarilli,https://a3nm.net/work/research/questions/#complexity-of-query-evaluation-parameterized-by-treewidth,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0500,Recognizing safe probabilistic queries,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,what-is-the-complexity-of-testing-if-a-query-is-safe,Antoine Amarilli,https://a3nm.net/work/research/questions/#what-is-the-complexity-of-testing-if-a-query-is-safe,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0501,Skyline-query oracle complexity,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,oracle-complexity-of-skyline-queries,Antoine Amarilli,https://a3nm.net/work/research/questions/#oracle-complexity-of-skyline-queries,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0502,Tractable probability versus tractable lineage,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,do-tractable-queries-on-probabilistic-instances-have-tractable-lineages,Antoine Amarilli,https://a3nm.net/work/research/questions/#do-tractable-queries-on-probabilistic-instances-have-tractable-lineages,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0503,Unary logic with counting restrictions,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,decidable-unary-language-with-number-restrictions,Antoine Amarilli,https://a3nm.net/work/research/questions/#decidable-unary-language-with-number-restrictions,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0504,Uniform algorithms across tractable CSPs,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,uniform-ptime-algorithm-for-tractable-csps,Antoine Amarilli,https://a3nm.net/work/research/questions/#uniform-ptime-algorithm-for-tractable-csps,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0505,Uniform reliability of homomorphism-closed queries,Database theory and finite model theory,focused,,undated page,,source_open_unverified,In the active questions section of the page accessed 2026-09-09; no dated current-status guarantee.,Antoine Amarilli: research questions,complexity-of-uniform-reliability-for-homomorphism-closed-queries,Antoine Amarilli,https://a3nm.net/work/research/questions/#complexity-of-uniform-reliability-for-homomorphism-closed-queries,,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0506,Does Differential Privacy Make PAC Learning Much Harder?,Differential privacy,focused,2026,source publication or workshop year,0,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Kobbi Nissim; Uri Stemmer; Eliad Tsfadia,https://proceedings.mlr.press/v336/nissim26a.html,https://raw.githubusercontent.com/mlresearch/v336/main/assets/nissim26a/nissim26a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0507,Optimal Rates for Stochastic Decision-Theoretic Online Learning Under Differentially Privacy,Differential privacy,focused,2024,source publication or workshop year,2,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Bingshan Hu; Nishant A. Mehta,https://proceedings.mlr.press/v247/hu24a.html,https://proceedings.mlr.press/v247/hu24a/hu24a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0508,What is the Complexity of Joint Differential Privacy in Linear Contextual Bandits?,Differential privacy,focused,2024,source publication or workshop year,2,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Achraf Azize; Debabrota Basu,https://proceedings.mlr.press/v247/azize24a.html,https://proceedings.mlr.press/v247/azize24a/azize24a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0509,Better Differentially Private Learning Algorithms with Margin Guarantees,Differential privacy,focused,2022,source publication or workshop year,4,source_open_unverified,Published as an open-problem contribution; later resolution has not been exhaustively checked.,COLT / PMLR,Open-problem paper,Raef Bassily; Mehryar Mohri; Ananda Theertha Suresh,https://proceedings.mlr.press/v178/open-problem-bassily22a.html,https://proceedings.mlr.press/v178/open-problem-bassily22a/open-problem-bassily22a.pdf,,,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
