rank,researcher,slot,id,title,area,action,affinity,status,evidence,formulation_status,formulation_reviewed_on,current_batch_scope,researcher_bibliography,problem_sources
132,Anindya De,1,TCS-6543,Learning Boolean juntas from uniform random examples,Learning theory,reused,Uniform junta learning is directly in his learning-theory research.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/49/2398.html,https://www.cs.cmu.edu/~odonnell/papers/juntas.pdf; https://theory.stanford.edu/~valiant/papers/corrFull.pdf; https://arxiv.org/abs/2511.08791; https://arxiv.org/abs/2505.05819; https://arxiv.org/abs/2605.10237; https://openreview.net/pdf?id=wszZlP1K14; https://www.math.ias.edu/files/mathandcomp.pdf
132,Anindya De,2,TCS-6581,Mansour’s conjecture,Communication complexity and Boolean function analysis,reused,Mansour connects his Fourier analysis and efficient learning work.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/49/2398.html,https://www.ias.edu/sites/default/files/math/ODonnell_Fourier.pdf; https://eccc.weizmann.ac.il/report/2010/023/revision/3/download/; https://arxiv.org/abs/2109.04525v2; https://link.springer.com/article/10.1007/s00493-024-00133-z; https://arxiv.org/abs/2606.00246v2; https://arxiv.org/abs/2506.01075v2
133,Xin Li,1,TCS-7271,Two-source extraction at log n plus constant entropy,Pseudorandomness and derandomization,reused,Entropy-threshold two-source extraction directly extends his extractor constructions.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/09/1365-6.html,https://arxiv.org/abs/2303.06802
133,Xin Li,2,TCS-1015,Seeded extraction with constant total entropy loss,Pseudorandomness and derandomization,reused,Optimal seeded extraction concerns the randomness primitives he studies.,uncertain,index,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/09/1365-6.html,https://people.seas.harvard.edu/~salil/pseudorandomness/
134,Amnon Ta-Shma,1,TCS-1012,Explicit efficiently decoded binary codes beyond Gilbert–Varshamov,Coding and information theory,reused,Efficient binary codes beyond Gilbert-Varshamov extend his explicit-code research.,uncertain,index,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/t/AmnonTaShma.html,https://people.seas.harvard.edu/~salil/pseudorandomness/
134,Amnon Ta-Shma,2,TCS-6600,Optimal explicit pseudorandom generators for read-once branching programs,Pseudorandomness and derandomization,reused,Optimal small-space PRGs connect his derandomization and extractor work.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/t/AmnonTaShma.html,https://mathweb.ucsd.edu/~sbuss/CourseWeb/Math268_2013W/Nisan_PRG.pdf; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.APPROX/RANDOM.2021.28; https://theoryofcomputing.org/articles/v018a021/; https://epubs.siam.org/doi/10.1137/1.9781611978971.124; https://eccc.weizmann.ac.il/report/2026/064/; https://eccc.weizmann.ac.il/report/2026/123/
135,Gil Cohen,1,TCS-7271,Two-source extraction at log n plus constant entropy,Pseudorandomness and derandomization,reused,Two-source extraction at the existential threshold concerns his extractor research.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/25/8727.html,https://arxiv.org/abs/2303.06802
135,Gil Cohen,2,TCS-6600,Optimal explicit pseudorandom generators for read-once branching programs,Pseudorandomness and derandomization,reused,Optimal branching-program PRGs connect his pseudorandom generator constructions.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/25/8727.html,https://mathweb.ucsd.edu/~sbuss/CourseWeb/Math268_2013W/Nisan_PRG.pdf; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.APPROX/RANDOM.2021.28; https://theoryofcomputing.org/articles/v018a021/; https://epubs.siam.org/doi/10.1137/1.9781611978971.124; https://eccc.weizmann.ac.il/report/2026/064/; https://eccc.weizmann.ac.il/report/2026/123/
136,Tali Kaufman,1,TCS-6738,Linear-length locally testable codes and proofs,Coding and information theory,reused,Linear-length local testability is central to her codes and high-dimensional expansion work.,source_open,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/42/209.html,https://www.wisdom.weizmann.ac.il/~oded/pt-intro.html
136,Tali Kaufman,2,TCS-6515,Asymptotically good quantum locally testable stabilizer codes,Quantum computation,reused,Good quantum local testability concerns the quantum extensions of this expansion program.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/42/209.html,https://quantum-journal.org/papers/q-2024-10-18-1501/; https://arxiv.org/abs/2111.03654; https://www.nature.com/articles/s41534-024-00908-8; https://arxiv.org/abs/2402.07476; https://arxiv.org/abs/2206.13228; https://arxiv.org/abs/2604.01874; https://arxiv.org/abs/2606.09588
137,Mary Wootters,1,TCS-1011,Full-length Reed–Solomon list decoding beyond Johnson,Coding and information theory,reused,Full-length Reed-Solomon list decoding directly concerns her coding research.,uncertain,index,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/79/7019.html,https://people.seas.harvard.edu/~salil/pseudorandomness/
137,Mary Wootters,2,TCS-6609,Constant-rate binary locally decodable codes with logarithmic query complexity,Coding and information theory,reused,Constant-rate binary local decoding is a major frontier related to her local-code work.,open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/79/7019.html,https://eccc.weizmann.ac.il/report/2025/168/revision/1/download/; https://arxiv.org/abs/2601.22535v1
138,Andrei Bulatov,1,TCS-6635,Finite-domain promise CSP dichotomy,Constraint satisfaction,reused,Promise-CSP dichotomy is a main frontier after the finite-domain CSP dichotomy he proved.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/b/AndreiABulatov.html,https://arxiv.org/abs/2208.13538; https://arxiv.org/abs/1703.03021; https://arxiv.org/abs/1704.01914; https://arxiv.org/abs/1704.01937; https://www.karlin.mff.cuni.cz/~barto/Articles/DoNotPromise.pdf; https://arxiv.org/abs/2605.09815
138,Andrei Bulatov,2,TCS-6636,Bodirsky–Pinsker conjecture,Constraint satisfaction,reused,Infinite-domain CSP dichotomy extends his algebraic classification program.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/b/AndreiABulatov.html,https://arxiv.org/abs/1704.01914; https://wwwpub.zih.tu-dresden.de/~bodirsky/Book.pdf; https://doi.org/10.1137/18M1216213; https://arxiv.org/abs/2502.06621; https://arxiv.org/abs/2601.22691; https://arxiv.org/abs/2602.02302
139,Dmitriy Zhuk,1,TCS-6635,Finite-domain promise CSP dichotomy,Constraint satisfaction,reused,Promise-CSP dichotomy continues the algebraic complexity classification he helped establish.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/05/11522.html,https://arxiv.org/abs/2208.13538; https://arxiv.org/abs/1703.03021; https://arxiv.org/abs/1704.01914; https://arxiv.org/abs/1704.01937; https://www.karlin.mff.cuni.cz/~barto/Articles/DoNotPromise.pdf; https://arxiv.org/abs/2605.09815
139,Dmitriy Zhuk,2,TCS-6675,Search-to-decision equivalence for finite promise CSPs,Constraint satisfaction,reused,Search versus decision for promise CSPs concerns the limits of the algebraic approach.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/05/11522.html,https://arxiv.org/abs/2208.13538; https://arxiv.org/abs/1811.00970; https://arxiv.org/abs/2504.04639; https://arxiv.org/abs/2602.10368; https://albertolarrauri.github.io/publications/
140,Jin-Yi Cai,1,TCS-7320,#BIS-easiness of Boolean log-supermodular counting CSPs,Counting and enumeration,reused,Boolean log-supermodular approximate counting concerns his counting-CSP and Holant classifications.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/c/JinyiCai.html,https://drops.dagstuhl.de/storage/02dagstuhl-follow-ups/dfu-vol007/DFU.Vol7.15301.205/DFU.Vol7.15301.205.pdf; https://arxiv.org/abs/1208.1783
140,Jin-Yi Cai,2,TCS-7221,FPRAS for #BIS,Counting and enumeration,reused,The complexity of #BIS is a central unresolved point in approximate-counting dichotomies.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/c/JinyiCai.html,https://link.springer.com/article/10.1007/s00453-019-00606-4; https://doi.org/10.4230/LIPIcs.APPROX-RANDOM.2019.34; https://arxiv.org/abs/2307.09533
141,Pinyan Lu,1,TCS-7320,#BIS-easiness of Boolean log-supermodular counting CSPs,Counting and enumeration,reused,The #BIS-easiness conjecture concerns his approximate-counting classification work.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/03/4112.html,https://drops.dagstuhl.de/storage/02dagstuhl-follow-ups/dfu-vol007/DFU.Vol7.15301.205/DFU.Vol7.15301.205.pdf; https://arxiv.org/abs/1208.1783
141,Pinyan Lu,2,TCS-6674,Randomized truthful unrelated-machine scheduling,"Algorithmic game theory, mechanism design and fair division",reused,Randomized truthful scheduling connects his mechanism-design research.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/03/4112.html,https://arxiv.org/abs/2301.11905; https://doi.org/10.1145/3785408; https://arxiv.org/abs/1507.08708; https://link.springer.com/chapter/10.1007/978-3-540-92185-1_46; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.STACS.2008.1314; https://link.springer.com/article/10.1007/s00224-019-09927-x; https://ora.ox.ac.uk/objects/uuid%3A814fc511-99e2-47cb-b06a-f472630996dc/files/r9593tw016
142,Martin Grohe,1,TCS-7180,Graph canonization versus graph isomorphism,Structural graph theory,reused,Canonization versus isomorphism is central to his graph-isomorphism and logic work.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/g/MGrohe.html,https://par.nsf.gov/servlets/purl/10179675; https://en.wikipedia.org/wiki/Graph_canonization; https://en.wikipedia.org/w/index.php?oldid=1330143987; https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ICALP.2026.114
142,Martin Grohe,2,TCS-6654,Seese’s conjecture,Structural graph theory,reused,Seese's conjecture connects logical tractability to graph structure.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/g/MGrohe.html,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ICALP.2025.167; https://doi.org/10.1016/0168-0072(91)90054-P; https://www.labri.fr/perso/courcell/Textes1/BC-Oum%282007%29.pdf; https://doi.org/10.1016/j.ejc.2023.103700; https://arxiv.org/abs/2607.10939
